SERIALNO,SPORDER,WGTP,PWGTP,HINCP,NP,NOC,GRPIP,MHP,FINCP,MRGP,OCPIP,STATE,TEN,HHT,HHT2,HUPAOC,CIT,FER
2023GQ0000161,1,0,91,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0000316,1,0,52,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0000328,1,0,127,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0000450,1,0,14,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0000474,1,0,3,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0000639,1,0,115,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0000752,1,0,99,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0000890,1,0,136,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0000895,1,0,62,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0001048,1,0,21,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0001075,1,0,30,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0001140,1,0,34,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0001155,1,0,67,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0001176,1,0,117,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0001225,1,0,23,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0001278,1,0,55,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0001328,1,0,50,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0001416,1,0,56,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0001418,1,0,47,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0001425,1,0,84,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0001429,1,0,47,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0001479,1,0,59,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0001486,1,0,3,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,4,b
2023GQ0001775,1,0,82,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0001788,1,0,9,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0001834,1,0,145,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0001869,1,0,53,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0001887,1,0,38,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0002042,1,0,87,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0002120,1,0,144,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0002195,1,0,54,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0002252,1,0,9,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,5,b
2023GQ0002292,1,0,9,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0002300,1,0,19,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0002301,1,0,71,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0002304,1,0,11,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0002418,1,0,52,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0002447,1,0,104,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0002609,1,0,16,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0002621,1,0,69,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,4,b
2023GQ0002628,1,0,7,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0002655,1,0,41,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0002923,1,0,76,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0003047,1,0,43,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0003284,1,0,41,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0003293,1,0,49,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,5,b
2023GQ0003304,1,0,36,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0003371,1,0,74,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0003395,1,0,4,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0003409,1,0,113,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0003422,1,0,11,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0003436,1,0,155,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0003476,1,0,54,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,5,2
2023GQ0003516,1,0,26,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0003622,1,0,116,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0003633,1,0,84,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0003700,1,0,18,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0003701,1,0,4,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0003847,1,0,19,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0003979,1,0,78,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0003985,1,0,56,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,5,b
2023GQ0004159,1,0,104,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0004296,1,0,37,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0004322,1,0,82,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0004328,1,0,30,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0004384,1,0,7,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0004385,1,0,5,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0004391,1,0,43,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0004502,1,0,3,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,5,b
2023GQ0004531,1,0,5,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0004541,1,0,66,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,5,b
2023GQ0004551,1,0,95,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0004587,1,0,74,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,4,b
2023GQ0004696,1,0,32,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0004923,1,0,4,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0004939,1,0,51,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0005058,1,0,58,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0005105,1,0,77,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0005117,1,0,96,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0005208,1,0,77,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0005257,1,0,23,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0005302,1,0,29,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0005467,1,0,5,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0005489,1,0,69,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0005500,1,0,43,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0005561,1,0,105,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0005566,1,0,14,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0005582,1,0,37,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0005588,1,0,17,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0005683,1,0,25,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0005707,1,0,19,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0005718,1,0,44,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0005751,1,0,100,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0005765,1,0,160,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0005817,1,0,16,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0005852,1,0,26,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0005885,1,0,94,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0005928,1,0,20,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0006002,1,0,55,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0006044,1,0,67,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,5,b
2023GQ0006160,1,0,47,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0006255,1,0,43,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0006333,1,0,27,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0006437,1,0,139,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0006603,1,0,60,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0006608,1,0,35,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0006624,1,0,23,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0006639,1,0,28,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0006641,1,0,8,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0006687,1,0,72,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0006701,1,0,9,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0006772,1,0,71,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0006879,1,0,14,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0006912,1,0,152,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0006922,1,0,31,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0006993,1,0,17,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0007042,1,0,62,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0007059,1,0,1,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0007064,1,0,17,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0007146,1,0,14,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0007183,1,0,5,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0007188,1,0,48,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0007205,1,0,27,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0007256,1,0,20,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0007263,1,0,5,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0007269,1,0,72,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0007288,1,0,80,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0007394,1,0,72,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,3,2
2023GQ0007428,1,0,68,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0007478,1,0,29,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0007486,1,0,17,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0007600,1,0,97,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0007648,1,0,69,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0007677,1,0,19,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0007773,1,0,19,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0007836,1,0,35,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0007896,1,0,16,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0007948,1,0,71,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0008260,1,0,59,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0008283,1,0,16,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0008469,1,0,42,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0008470,1,0,12,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0008549,1,0,70,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0008634,1,0,46,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0008771,1,0,4,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0008804,1,0,59,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0008864,1,0,26,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0008871,1,0,16,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0008881,1,0,8,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0008915,1,0,16,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0008946,1,0,47,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,4,b
2023GQ0008949,1,0,16,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0008972,1,0,66,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0009095,1,0,132,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0009172,1,0,15,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0009251,1,0,22,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0009267,1,0,19,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0009346,1,0,30,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0009456,1,0,106,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0009578,1,0,71,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0009774,1,0,54,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0009850,1,0,36,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0009876,1,0,7,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0009918,1,0,13,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0009941,1,0,57,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0009959,1,0,12,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0010030,1,0,121,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0010075,1,0,45,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0010125,1,0,54,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0010221,1,0,48,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0010291,1,0,11,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0010353,1,0,12,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0010518,1,0,83,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0010566,1,0,80,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0010744,1,0,31,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0010844,1,0,40,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0010864,1,0,33,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0010882,1,0,33,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0010945,1,0,21,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0011012,1,0,89,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,3,2
2023GQ0011146,1,0,31,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0011166,1,0,51,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,4,b
2023GQ0011252,1,0,37,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0011328,1,0,18,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,5,b
2023GQ0011403,1,0,68,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0011425,1,0,83,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0011535,1,0,40,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0011632,1,0,153,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0011681,1,0,18,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0011806,1,0,63,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0011825,1,0,72,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0011940,1,0,132,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0011949,1,0,31,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0011953,1,0,167,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0011954,1,0,67,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0011967,1,0,32,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0012079,1,0,3,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0012188,1,0,85,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0012238,1,0,51,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0012245,1,0,30,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0012253,1,0,18,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0012353,1,0,178,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0012368,1,0,3,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0012440,1,0,12,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0012479,1,0,9,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0012496,1,0,18,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0012530,1,0,19,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0012556,1,0,22,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0012570,1,0,54,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0012598,1,0,17,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0012639,1,0,91,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,5,b
2023GQ0012725,1,0,69,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0012758,1,0,7,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0012870,1,0,25,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0012925,1,0,129,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0012945,1,0,25,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0012984,1,0,46,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0013038,1,0,58,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0013063,1,0,1,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0013094,1,0,46,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0013187,1,0,102,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0013200,1,0,32,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0013210,1,0,12,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0013305,1,0,53,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0013307,1,0,6,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0013350,1,0,9,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0013357,1,0,7,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0013365,1,0,62,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0013409,1,0,90,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0013424,1,0,28,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0013559,1,0,33,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0013601,1,0,72,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0013636,1,0,31,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0013647,1,0,109,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0013682,1,0,74,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0013756,1,0,26,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0013824,1,0,29,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0013860,1,0,46,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0013981,1,0,9,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0014134,1,0,24,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0014140,1,0,6,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0014157,1,0,21,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0014172,1,0,16,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0014197,1,0,6,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0014247,1,0,19,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0014269,1,0,59,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,5,b
2023GQ0014318,1,0,31,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,5,b
2023GQ0014325,1,0,9,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0014328,1,0,8,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0014511,1,0,23,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0014569,1,0,22,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0014649,1,0,375,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,4,b
2023GQ0014657,1,0,16,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0014781,1,0,56,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0014802,1,0,43,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0014859,1,0,6,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0014919,1,0,31,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0014967,1,0,70,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0014976,1,0,108,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0015025,1,0,26,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
2023GQ0015118,1,0,53,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,5,2
2023GQ0015155,1,0,71,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0015174,1,0,77,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0015210,1,0,11,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0015221,1,0,3,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0015336,1,0,17,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,b
2023GQ0015350,1,0,21,-60000,1,-1,0,-1,-60000,0,0,27,b,b,bb,b,1,2
